protein,SIMmin_7CUT0,SIMmax_7CUT0,SIMavg_7CUT0,SIMavgT5_7CUT0,SIMmin_7CUT1,SIMmax_7CUT1,SIMavg_7CUT1,SIMavgT5_7CUT1,SIMmin_7CUT2,SIMmax_7CUT2,SIMavg_7CUT2,SIMavgT5_7CUT2,SIMmin_7CUT3,SIMmax_7CUT3,SIMavg_7CUT3,SIMavgT5_7CUT3,SIMmin_7CUT4,SIMmax_7CUT4,SIMavg_7CUT4,SIMavgT5_7CUT4,SIMmin_7CUT5,SIMmax_7CUT5,SIMavg_7CUT5,SIMavgT5_7CUT5,SIMmin_7CUT6,SIMmax_7CUT6,SIMavg_7CUT6,SIMavgT5_7CUT6,SIMmin_7CUT7,SIMmax_7CUT7,SIMavg_7CUT7,SIMavgT5_7CUT7
MTLR_HUMAN,12.1,71.56,34.218191653786725,61.016000000000005,1.44,92.86,13.600630323679706,56.876,8.33,98.21,47.80491499227206,82.38,15.28,98.61,54.50434312210218,90.276,14.84,56.67,28.44092735703246,50.206,9.77,74.63,32.31267387944357,62.076,7.95,72.0,41.60816074188567,61.355999999999995,1.04,42.31,14.783871559633043,40.30800000000001
MTR1A_HUMAN,11.5,68.63,38.82380216383303,52.222,1.37,41.67,15.155033557046986,38.334,7.53,73.58,51.54655332302933,72.49199999999999,15.74,77.78,50.054142194744756,68.704,16.02,90.0,46.84562596599693,71.51599999999999,10.3,82.26,33.24449768160739,62.516,6.82,66.67,43.77241112828443,63.15,0.36,43.48,15.970405156537737,38.632
MTR1B_HUMAN,11.37,68.63,37.49766615146831,51.774,1.23,42.86,17.588792517006848,42.86,7.95,66.15,45.15918083462124,61.474000000000004,13.43,77.78,50.94499227202464,68.43400000000001,15.58,90.0,46.09148377125191,69.348,10.73,82.26,32.59533230293657,58.93000000000001,4.58,59.65,38.06602782071101,54.35999999999999,0.77,47.06,14.559013035381764,47.06
NK1R_CAVPO,13.28,96.81,36.61196290571869,73.814,1.92,94.44,20.091597337770413,60.992000000000004,9.54,96.67,51.25656346749237,79.286,13.89,97.14,51.29284829721366,84.28,15.95,93.33,43.67850077279759,75.536,9.12,88.24,34.15024767801864,77.77799999999999,6.87,98.39,36.31321483771235,79.354,1.72,98.28,12.88332136445241,60.348
NK1R_HUMAN,13.1,92.11,36.91420401854716,73.796,1.39,94.44,20.461910299003364,66.348,9.54,96.67,51.25656346749237,79.286,13.89,97.14,51.29284829721366,84.28,17.11,75.61,44.95153013910347,70.47200000000001,9.12,88.24,35.18935085007731,80.77799999999999,7.25,98.39,35.9783307573414,79.67599999999999,1.72,94.83,12.777684021543976,58.274
NK1R_RAT,13.36,96.81,36.68568778979901,73.664,1.92,94.44,20.091597337770413,60.992000000000004,9.54,96.67,51.282472952086636,84.334,14.35,97.14,51.6564605873262,87.86999999999999,15.52,93.33,44.23531684698607,73.67999999999999,9.12,88.24,34.15024767801864,77.77799999999999,6.49,96.77,35.77114374033982,78.064,1.72,98.28,12.942280071813284,60.001999999999995
NK2R_CAVPO,12.61,87.56,36.96877897990724,79.888,1.96,80.95,24.33500000000006,72.382,7.88,94.83,49.303044822256545,86.916,14.35,98.57,48.775394126738725,90.842,18.34,88.0,44.92680061823796,79.212,11.68,96.92,36.363338485316795,90.154,5.73,97.96,43.16981366459628,72.568,1.54,62.5,12.423554327808489,52.814
NK2R_HUMAN,12.55,81.53,37.04766615146836,76.81599999999999,0.76,42.86,14.330638655462197,41.398,9.13,87.1,50.33054095826918,82.38,14.35,95.77,48.456383307573304,88.452,17.44,94.67,45.04527047913445,78.514,11.68,96.92,36.17173106646055,88.616,5.73,97.96,43.396522411128274,91.59399999999998,1.67,60.0,13.712750455373406,53.54200000000001
NK2R_MESAU,12.38,94.87,38.14783616692424,81.30199999999999,1.79,85.71,22.423194675540802,67.542,7.88,96.55,49.23650695517781,86.936,14.81,98.57,49.00862442040184,90.006,17.9,96.0,45.1906800618238,81.84,11.31,96.92,36.2601854714065,88.616,5.73,97.96,43.16981366459628,72.568,1.71,82.69,15.111201478743016,60.33599999999999
NK2R_RABIT,12.55,83.67,38.74332302936629,78.776,2.05,76.19,20.546415711947674,64.762,8.3,90.0,52.30554868624427,84.918,14.29,83.56,49.72375579598141,82.42399999999999,18.6,94.67,46.23129829984542,78.50800000000001,11.31,92.31,35.82585780525505,86.77000000000001,5.73,97.96,43.16981366459628,72.568,2.05,73.91,15.029981583793676,60.628
NK2R_RAT,12.7,94.87,37.76697063369395,81.936,1.79,85.71,21.39270935960595,67.466,7.88,96.55,50.27877897990721,88.272,14.35,98.57,48.80052550231831,90.29599999999999,17.9,96.0,44.7945749613601,81.592,11.31,96.92,36.274389489953606,90.154,5.73,97.96,43.16981366459628,72.568,1.89,82.69,14.081988950276203,60.246
NK3R_CAVPO,13.56,74.89,34.743183925811444,64.296,2.17,36.96,15.273316749585357,35.216,9.13,80.0,50.639969088099086,77.514,13.43,94.29,51.49527047913447,83.80600000000001,15.52,97.26,42.35771251931999,76.054,9.12,98.44,35.213601236475974,83.034,10.27,79.22,29.518392581143736,60.85,1.96,66.67,13.57130434782606,47.414
NK3R_HUMAN,14.38,74.89,33.30332302936629,62.160000000000004,2.0,46.3,16.036383333333326,44.016,12.03,73.81,41.744714064915044,63.898,12.96,82.43,45.96687789799076,77.42999999999999,15.38,97.26,42.248593508500804,76.592,9.49,98.44,35.36098918083465,84.248,10.61,79.22,30.73095826893342,55.322,1.96,90.2,13.494126126126103,51.251999999999995
NK3R_RAT,14.42,74.38,33.96650695517773,63.284000000000006,2.0,46.0,14.947432885906041,37.708,10.79,73.81,45.46766615146828,69.90400000000001,13.89,94.29,49.13910355486853,85.486,15.79,77.5,43.60831530139108,72.416,9.12,88.24,36.1076043276662,80.074,9.13,73.08,29.376661514683125,57.734,1.92,90.2,12.579602169981898,51.648
NMBR_HUMAN,12.26,66.83,36.73270479134469,63.614,2.23,39.47,13.805976430976413,35.196,6.69,77.78,47.46125193199381,77.41,13.43,90.41,50.332457496136016,90.306,17.49,81.01,42.015440494590386,67.974,10.83,82.35,35.00472952086557,80.23800000000001,6.11,68.09,43.25477588871718,65.138,1.71,44.44,17.29656192236597,39.71
NMUR1_HUMAN,12.4,66.16,35.06791344667698,53.737999999999985,2.38,35.0,14.143016666666645,33.504,8.71,65.71,42.04374034003089,61.477999999999994,15.28,90.41,54.64440494590414,82.73800000000001,15.38,70.59,38.70823802163832,60.73,8.91,76.83,29.725965996908815,57.128,8.78,73.58,40.93234930448229,62.727999999999994,2.7,72.22,15.218186714542169,45.212
NMUR1_MOUSE,10.96,66.16,33.83862442040183,51.8,1.08,58.33,18.10175292153589,49.42199999999999,6.75,46.34,33.44630602782066,45.988,14.36,90.41,53.41228748068018,80.546,14.89,70.59,38.57338485316837,59.77,8.3,76.83,29.792086553323024,56.486000000000004,8.02,73.58,39.39332302936628,61.592,2.78,72.22,13.866762589928037,43.164
NMUR2_HUMAN,12.17,64.58,35.409459041731054,52.483999999999995,1.16,52.38,18.0223714759536,48.571999999999996,9.76,75.0,42.34377125193196,63.432,14.85,98.63,53.53486862442043,83.56,15.06,67.86,39.55261205564135,59.56,8.7,77.14,32.90673879443586,60.178,6.49,64.0,43.494435857805136,62.8,1.72,39.66,12.5624225865209,35.168
NMUR2_MOUSE,11.61,64.58,36.828485316847036,53.50599999999999,1.64,47.37,16.07039473684213,42.227999999999994,9.84,75.0,46.80650695517763,67.108,14.85,98.63,53.420278207109746,83.56,13.98,67.05,40.11536321483767,58.57800000000001,9.06,77.14,32.93536321483775,60.114,6.06,66.67,43.75027820710975,64.706,2.27,38.0,14.16257826887657,35.708000000000006
NPBW1_HUMAN,11.18,74.79,37.744791344667746,56.644000000000005,2.01,50.0,20.791276948590394,47.69,9.21,78.95,52.21499227202477,78.95,12.75,89.33,52.17717156105082,73.922,16.59,69.05,40.151576506955216,60.774,8.79,85.25,32.90310664605878,64.922,5.32,85.0,41.93761978361668,65.98599999999999,,,,
NPBW1_MOUSE,10.12,74.79,37.751731066460614,56.474000000000004,1.06,52.38,18.658890728476855,48.571999999999996,9.09,68.75,48.24168469860891,68.10799999999999,12.25,89.33,52.03115919629047,73.926,15.79,69.05,43.69689335394128,63.965999999999994,8.06,85.25,32.69417310664604,65.578,4.96,85.0,41.43619783616681,69.632,,,,
NPFF1_HUMAN,11.76,44.67,33.83391035548685,43.896,1.44,50.0,19.40156405990016,47.55,8.16,73.13,44.923925811437336,67.39200000000001,13.15,80.28,48.40494590417306,68.92999999999999,15.15,67.06,38.48678516228745,56.138,9.78,56.76,32.01041731066455,51.896,5.64,59.62,40.751313755796026,57.455999999999996,1.49,29.41,10.650054844606919,28.57
NPFF2_HUMAN,13.22,44.67,30.334574961360108,40.160000000000004,1.1,26.09,11.397625418060205,24.342000000000002,13.67,33.33,24.152612055641434,32.306,13.62,80.28,51.76119010819156,72.88200000000002,14.96,67.06,37.598748068006174,55.239999999999995,10.14,56.76,34.4820247295209,53.644000000000005,7.52,58.93,40.89457496136023,57.938,1.89,35.85,14.43190305206464,32.79
NPSR1_HUMAN,10.59,85.94,34.509397217928864,52.938,2.02,75.0,19.00662790697676,58.331999999999994,8.94,81.94,37.465038639876376,58.303999999999995,12.84,69.62,41.39701700154561,57.63399999999999,15.35,97.26,47.614374034003085,69.03,8.79,96.0,30.000340030911854,57.188,6.11,86.36,38.73330757341585,61.982000000000006,0.36,47.06,13.302677902621708,38.822
NPSR1_MOUSE,10.47,85.94,33.92052550231834,52.376,1.62,75.0,19.433983333333348,54.166,8.54,81.94,35.64313755795977,55.727999999999994,12.84,69.62,41.08350850077279,56.456,16.23,97.26,47.68888717156105,69.03,8.42,96.0,29.817449768160706,57.720000000000006,6.49,86.36,36.8439567233385,60.748000000000005,0.36,47.06,13.302677902621708,38.822
NPY1R_HUMAN,10.96,52.48,36.66517774343117,48.089999999999996,1.82,38.71,16.120000000000065,36.058,8.3,74.55,50.242411128284374,71.91400000000002,13.62,84.51,52.05557959814537,76.76,15.42,55.95,40.455455950540994,54.988,10.47,50.72,31.361792890262713,47.828,5.73,62.75,40.09289026275119,59.75,1.08,43.75,15.708942486085341,39.15
NPY2R_HUMAN,10.55,53.22,35.89989180834619,48.294,2.42,36.36,13.62811744386874,34.718,6.94,68.18,45.27698608964456,66.676,12.21,68.06,47.46020092735686,67.136,17.22,60.71,40.45476043276663,58.577999999999996,8.98,61.54,33.20012364760431,54.306000000000004,6.49,65.31,44.69261205564144,63.062,1.14,46.15,14.435319926873849,41.016000000000005
NPY4R_HUMAN,10.59,52.48,35.42757341576506,47.03,1.23,47.83,17.34099999999999,44.586,8.79,58.21,40.61344667697073,57.694,12.21,84.51,49.708176197835996,74.122,16.09,52.87,37.27848531684691,51.1,10.18,50.72,31.438454404945887,49.748000000000005,4.96,66.67,44.500355486862446,64.662,1.08,43.48,15.831802973977661,38.208
NPY5R_HUMAN,10.47,66.6,29.811344667697096,50.035999999999994,0.79,84.85,16.937411764705875,53.95799999999999,7.95,87.27,49.76027820710974,72.502,12.5,70.83,49.389457364341,69.354,16.13,98.77,38.56888717156097,71.42399999999999,9.25,35.1,16.02525502318392,29.322000000000003,5.34,92.31,40.291854714064854,70.164,,,,
NPY5R_MOUSE,10.75,70.38,29.53327666151468,50.546,1.19,82.86,18.683138564273744,55.0,8.16,68.49,40.344914992272095,59.5,12.5,70.83,49.389457364341,69.354,16.13,98.77,38.40318885448906,62.274,8.77,42.05,16.45304482225656,33.470000000000006,5.34,92.31,41.02142194744963,71.386,,,,
NPY5R_RAT,10.47,70.38,30.011051004636776,50.724000000000004,1.98,84.85,16.989324324324304,54.766000000000005,7.95,87.27,49.1591808346214,73.226,12.5,70.83,49.389457364341,69.354,16.13,98.77,38.40318885448906,62.274,7.56,42.05,16.6012055641422,32.693999999999996,5.73,80.0,39.5881298299845,68.86,,,,
NTR1_HUMAN,11.89,70.33,35.18197836166927,55.739999999999995,2.17,36.0,13.702116666666655,31.894,7.26,70.89,37.83683153013913,62.372,15.28,98.65,52.82831530139092,89.19000000000001,15.95,89.87,41.46683153013907,63.290000000000006,10.07,79.31,31.162071097372426,58.986000000000004,5.68,82.35,43.03329211746525,71.766,1.08,52.17,18.09419064748207,46.15
NTR1_MOUSE,11.61,81.03,34.64882534775887,59.757999999999996,1.11,72.97,11.058407224958955,38.918,8.57,94.74,35.987094281298276,63.50600000000001,15.28,98.65,53.847848297213474,85.40799999999999,15.38,89.87,42.09472952086553,66.01400000000001,10.07,85.56,29.186027820711015,60.88000000000001,6.06,82.35,43.12481424148605,67.86600000000001,1.08,45.45,17.22034671532845,43.634
NTR1_RAT,11.92,81.03,33.917063369397205,57.886,1.49,72.97,10.481008264462835,35.132000000000005,8.98,94.74,36.16938176197836,65.276,15.28,98.65,53.847848297213474,85.40799999999999,14.1,73.81,42.26182380216389,62.17999999999999,10.0,85.56,29.570278207109688,61.089999999999996,6.06,82.35,43.12481424148605,67.86600000000001,0.77,29.73,9.271439024390226,24.596
NTR2_HUMAN,12.27,72.56,34.04964451313755,52.452,0.79,40.0,12.713203389830497,36.13,7.0,70.49,42.14276661514683,62.226,15.28,94.59,53.03778979907256,86.48600000000002,14.54,93.75,37.38663060278205,59.436,12.59,78.7,26.318438948995396,53.186,6.82,64.81,40.50111282843889,63.428,0.36,52.94,12.360546448087417,42.664
NTR2_RAT,11.86,72.56,34.24785162287478,53.96400000000001,1.64,57.14,16.724724540901526,48.572,7.2,70.49,42.169165378670826,61.279999999999994,14.81,94.59,53.09709428129808,85.676,14.54,93.75,36.525054095826874,59.298,12.95,78.7,26.11519319938177,53.324,4.96,66.67,42.65253477588872,65.494,1.54,39.29,15.565709090909097,37.141999999999996
OPRD_HUMAN,11.7,90.29,38.21744976816081,68.868,2.7,81.25,16.322120200333906,46.386,9.39,98.41,46.2583771251932,76.974,13.86,97.18,55.974294573643476,95.208,18.0,98.65,41.95106646058733,86.75399999999999,9.71,72.46,36.21442040185471,71.076,6.49,84.78,41.87491499227197,69.03999999999999,1.02,88.46,13.93336347197105,62.14
OPRD_MOUSE,11.45,90.29,38.79641421947448,71.482,2.7,81.25,18.212000000000025,48.89,9.39,98.41,46.310510046367845,76.974,13.86,97.18,55.974294573643476,95.208,18.0,98.65,41.95979907264299,85.674,10.99,77.05,36.63879256965951,76.394,6.11,84.78,43.677418856259656,74.402,1.64,88.46,14.730887681159397,59.172000000000004
OPRD_RAT,11.72,73.16,39.306939721792894,67.654,1.98,40.91,16.269786885245956,39.775999999999996,8.37,83.33,53.226522411128244,78.654,13.86,97.18,55.974294573643476,95.208,18.42,71.6,42.75706336939731,71.0,10.99,77.05,36.63879256965951,76.394,5.73,78.72,44.04196290571873,72.33800000000001,0.68,42.31,14.816752293577999,40.3
OPRK_CAVPO,12.65,94.47,38.505826893353984,79.824,2.63,55.26,16.515437710437727,45.206,9.21,95.52,46.66241112828439,84.776,13.86,98.59,55.94126934984534,96.898,19.74,76.62,42.393359133126886,76.62,10.14,87.3,34.35105426356588,86.612,7.63,85.11,44.193913043478226,83.022,0.54,95.24,15.738685185185211,72.38
OPRK_HUMAN,12.6,94.47,38.440819165378684,81.46600000000001,2.63,89.47,16.421534569983155,62.181999999999995,9.21,98.51,46.57406491499223,85.672,13.86,98.59,55.94126934984534,96.898,19.74,76.62,42.393359133126886,76.62,10.14,87.3,34.35105426356588,86.612,7.63,85.11,44.193913043478226,83.022,1.08,95.24,15.100500000000027,72.384
OPRK_MOUSE,12.66,97.4,38.6402936630603,80.902,2.63,97.37,17.002852404643477,61.31600000000001,8.79,98.51,46.648547140649114,85.374,14.36,98.59,56.553405572755395,97.744,18.35,67.44,42.286145510836015,67.23,10.14,87.3,34.35105426356588,86.612,7.63,85.11,44.193913043478226,83.022,0.54,90.48,15.484351851851867,61.906000000000006
OPRK_RAT,12.85,97.4,38.867511591962895,80.19800000000001,2.63,97.37,17.515787728026577,62.86800000000001,8.79,98.51,46.580896445131366,86.27,14.36,98.59,56.553405572755395,97.744,18.35,67.44,42.286145510836015,67.23,10.51,87.3,35.60562596599689,83.67,7.63,85.11,44.193913043478226,83.022,0.54,90.48,15.484351851851867,61.906000000000006
OPRM_HUMAN,12.82,91.93,37.467125193199344,91.058,1.52,72.73,20.82538200339558,68.184,12.3,85.86,35.91944358578062,85.86,12.87,90.14,54.4557324840765,90.14,18.18,89.74,43.51399068322987,89.74,10.51,86.44,33.70178125000005,85.51599999999999,7.63,97.96,42.833834115805956,97.96,1.54,70.97,16.67926062846582,67.136
OPRM_MOUSE,12.44,84.2,37.82669242658425,82.38199999999999,2.56,50.91,16.279270315091217,44.906,9.84,78.67,42.37781733746128,73.602,12.87,90.14,54.4557324840765,90.14,19.3,89.74,43.29693146417453,88.754,10.51,86.44,33.70178125000005,85.51599999999999,7.25,97.96,43.049625585023385,97.96,1.54,70.97,16.67926062846582,67.136
OPRM_RAT,12.11,93.53,37.41831530139099,91.89000000000001,1.37,86.36,19.48005025125626,78.18,12.12,97.83,36.465610510046375,94.86999999999999,12.87,90.14,54.4557324840765,90.14,19.3,89.74,43.29693146417453,88.754,10.51,86.44,33.70178125000005,85.51599999999999,7.63,97.96,42.833834115805956,97.96,1.54,70.97,16.67926062846582,67.136
OPRX_CAVPO,12.03,88.38,38.631236476043256,74.50399999999999,2.44,95.12,16.30391447368425,49.754000000000005,8.37,98.21,51.04064914992269,86.78399999999999,12.87,97.18,53.980000000000196,89.85600000000001,18.45,95.95,46.68245749613606,82.404,9.5,98.31,32.44638330757339,80.19,6.11,90.38,44.81789473684212,76.054,0.36,95.45,12.941907407407399,48.17999999999999
OPRX_HUMAN,12.19,87.89,38.06335394126741,72.68199999999999,2.44,95.12,16.178371710526346,49.26800000000001,8.79,98.21,51.3319474497682,86.78399999999999,13.37,97.18,53.57400000000016,83.096,18.42,86.08,44.1638485316847,80.34599999999999,9.5,98.31,32.52931993817614,80.194,7.25,90.38,41.95670788253483,78.074,1.04,50.0,14.475732600732591,42.944
OPRX_MOUSE,11.53,88.38,38.48296754250385,75.566,2.5,40.91,15.858080133555935,36.906,7.95,91.07,51.51942724458206,83.7,13.37,97.18,53.57400000000016,83.096,17.6,95.95,45.84470588235297,79.378,9.5,98.31,32.43958268933534,80.534,6.11,90.38,44.81789473684212,76.054,0.72,95.45,12.852148148148133,48.17999999999999
OPRX_RAT,11.37,86.47,38.545579598145295,72.454,2.5,40.91,15.858080133555935,36.906,7.95,91.07,51.51942724458206,83.7,13.37,97.18,53.57400000000016,83.096,17.6,95.95,45.84470588235297,79.378,10.08,78.33,32.948438948995346,73.59599999999999,6.11,75.0,43.913647604327736,71.084,1.08,42.86,13.424085027726452,39.258
OX1R_HUMAN,13.2,79.37,36.35429675425042,67.334,1.16,72.73,17.028377926421356,48.486000000000004,11.3,68.92,44.48769706336943,66.548,15.28,98.57,55.38602167182662,89.43,13.75,71.74,39.06931993817622,66.61,10.51,93.88,28.957836166924277,78.77799999999999,6.87,93.88,43.886754250386396,80.878,2.39,40.54,16.215063752276855,37.076
OX1R_MOUSE,12.64,85.29,36.40357032457494,71.73,1.16,72.73,16.005956375838917,47.69200000000001,10.88,75.0,41.67318392581148,70.452,15.74,98.57,55.682179289026266,95.14399999999999,13.87,98.75,39.74182380216377,82.356,10.51,98.98,28.977820710973745,81.838,6.49,97.96,44.12009273570322,81.30199999999999,1.8,39.29,17.11437613019893,38.745999999999995
OX1R_RAT,12.73,85.29,36.26930448222567,69.232,1.98,35.9,13.034314381270903,33.7,9.21,71.93,50.00933539412671,71.084,15.28,98.57,55.38602167182662,89.43,13.45,98.75,39.040587326120544,81.424,10.51,98.98,28.61958268933541,81.022,6.49,97.96,44.20063369397215,81.69399999999999,1.8,39.29,17.11437613019893,38.745999999999995
OX2R_HUMAN,12.29,80.47,35.50876352395673,70.71199999999999,2.41,91.89,14.222786069651708,57.3,9.62,80.3,46.14450464396288,70.95400000000001,14.81,92.86,53.83796899224816,84.03200000000001,13.45,90.0,40.52314241486072,73.4,11.23,93.75,29.128037094281275,79.542,6.44,67.31,42.32647604327674,66.926,2.13,34.69,16.351247739602115,33.99399999999999
OX2R_MOUSE,13.09,90.55,34.382519319938204,72.45400000000001,2.7,97.3,14.45958540630179,59.462,9.21,80.3,45.5494590417311,72.736,14.81,92.86,53.83796899224816,84.03200000000001,13.45,90.0,40.52314241486072,73.4,12.32,98.96,29.328732612055582,81.196,5.73,76.0,43.15986068111454,70.97,1.54,27.69,12.475332103321026,26.932
OX2R_RAT,12.77,90.55,34.602302936630615,69.862,2.7,97.3,14.312570480928661,59.212,9.62,80.3,46.14450464396288,70.95400000000001,14.81,92.86,53.83796899224816,84.03200000000001,14.35,67.74,41.62153013910367,63.44199999999999,11.96,98.96,29.295146831530097,81.196,5.73,76.0,43.15986068111454,70.97,1.54,27.69,12.475332103321026,26.932
OXER1_HUMAN,11.05,46.38,31.552859350850095,45.529999999999994,1.23,24.69,8.849248747913224,23.576,7.0,67.24,45.28153013910368,66.67600000000002,13.62,76.39,49.84522411128269,73.60999999999999,14.35,56.76,40.097650695517835,54.864,7.45,57.81,29.641622874806725,52.343999999999994,6.06,56.86,37.46965996908807,55.291999999999994,0.77,41.67,14.165228519195573,33.336
OXGR1_HUMAN,9.6,55.37,36.58658423493037,53.696000000000005,1.61,46.15,18.417659574468093,44.612,7.56,68.52,45.01302936630608,66.336,12.38,79.17,51.41443585780513,76.112,16.44,64.0,42.70057187017006,62.355999999999995,7.19,60.0,33.542735703245775,57.248000000000005,5.34,58.33,38.846769706336985,56.910000000000004,0.36,60.0,7.258964757709269,38.664
OXYR_HUMAN,12.0,81.84,35.2842349304482,68.624,1.59,75.0,20.400986622073557,49.38199999999999,7.69,81.36,40.755455950541055,64.244,12.22,98.55,43.62232198142409,79.248,15.22,91.78,42.9597213622291,74.856,10.88,75.0,29.840494590417286,68.688,5.32,93.88,44.34757341576505,80.268,1.57,48.28,17.99669675090248,44.296
OXYR_MOUSE,11.7,81.84,35.03341576506954,67.856,2.78,44.83,16.519648241206003,40.525999999999996,8.0,76.67,41.103910355486846,64.958,12.22,98.55,43.62232198142409,79.248,15.22,91.78,42.9597213622291,74.856,12.41,92.94,29.91142194744982,67.164,5.32,98.0,44.130649149922796,81.46,1.57,48.28,17.99669675090248,44.296
OXYR_RAT,11.98,75.68,35.08168469860897,64.124,1.44,75.0,16.834848993288567,45.6,7.6,81.36,40.08649149922718,68.286,12.39,87.5,46.35449768160748,82.656,15.35,67.07,41.63015455950543,63.122,12.04,92.94,30.025177743431218,65.626,5.32,98.0,43.55095826893361,82.268,0.77,71.43,17.492513761467915,50.254000000000005
P2RY1_HUMAN,11.61,86.13,36.888377125193195,66.614,2.38,90.0,18.57615640599001,48.684000000000005,9.84,91.38,50.10792890262764,78.496,14.85,98.61,51.96560371517012,79.444,16.89,94.67,41.80338485316852,71.172,7.76,98.39,31.288979907264288,73.188,6.87,88.46,38.5129366306028,66.118,0.54,94.12,16.146672862453517,69.412
P2RY1_MELGA,10.95,86.13,37.35409582689338,64.738,2.78,38.71,18.144933333333388,38.71,8.37,82.46,49.94514683153019,77.17999999999999,14.85,98.61,52.41890262751148,84.72200000000001,16.89,94.67,42.57108191653795,71.49800000000002,7.76,98.39,31.37959814528592,72.264,6.82,88.46,38.67969088098918,66.91,0.36,94.12,16.969666666666654,61.176
P2RY1_RAT,11.67,85.45,37.30459041731069,63.812,2.5,90.0,18.768435940099838,49.336,10.04,91.38,48.81591962905722,75.24199999999999,14.85,98.61,51.96560371517012,79.444,14.78,67.86,43.95924265842351,60.66400000000001,7.76,96.77,31.327001545595024,71.94,6.87,67.31,39.641808346213324,64.124,0.36,94.12,16.969666666666654,61.176
P2RY2_HUMAN,11.61,89.42,35.70091190108198,62.658,2.42,91.3,16.412892976588644,54.260000000000005,7.87,98.21,41.37285935085015,73.19999999999999,12.38,98.61,52.30850077279752,82.908,17.69,94.44,41.37330757341579,71.50800000000001,7.91,65.67,35.31733746130034,60.508,5.73,71.15,36.994435857805215,61.738000000000014,1.8,55.26,13.281764705882344,34.948
P2RY2_MOUSE,11.53,89.42,36.1354559505409,63.86,2.7,91.3,16.891469115191985,53.144000000000005,8.27,98.21,42.647681607418924,74.57399999999998,11.88,98.61,51.08714064915002,82.916,17.33,94.44,41.41709428129839,72.044,7.91,65.67,35.31733746130034,60.508,4.58,71.15,39.890680061823716,64.648,1.15,55.26,13.814834558823513,37.715999999999994
P2RY4_HUMAN,10.41,71.32,35.7485625965997,60.86199999999999,2.29,46.15,16.09138795986622,38.83,8.2,73.33,40.56304482225663,65.53,12.87,97.22,52.237758887171516,82.63399999999999,16.33,72.97,38.648887171560986,66.53599999999999,6.83,91.8,34.79729520865538,68.35,6.11,70.83,40.670710973724916,66.526,1.15,36.67,14.717695099818503,34.876
P2RY4_RAT,11.14,71.32,36.25687789799073,58.44199999999999,1.44,56.52,20.611716666666712,50.352000000000004,7.34,73.33,42.66268933539425,67.898,12.87,97.22,52.30261205564143,82.63399999999999,15.69,61.9,39.49969088098917,55.093999999999994,6.83,91.8,33.84340030911904,68.37800000000001,6.11,70.83,39.65907264296758,64.482,1.57,48.28,15.209618874773064,42.760000000000005
P2RY6_HUMAN,10.24,81.66,36.184698608964524,57.983999999999995,0.82,83.33,17.198831385642738,55.778,7.46,90.74,44.449489953632174,71.74600000000001,12.81,98.63,52.186383307573365,79.724,15.88,91.89,43.484343122102004,65.034,9.32,80.88,34.32007727975278,64.55799999999999,3.82,57.78,29.64132921174647,50.236,1.02,41.18,13.698345454545446,38.824
P2RY6_RAT,10.54,81.66,36.48516228748064,57.57000000000001,1.23,83.33,15.732748735244511,56.034000000000006,7.66,90.74,44.92244204018546,72.238,12.81,98.63,52.0332612055641,80.272,15.88,91.89,43.326367851622905,64.462,9.32,80.88,34.400772797527054,64.51,5.73,65.96,36.51250386398767,58.914,,,,
P2Y10_HUMAN,10.64,80.4,35.42527047913448,56.99000000000001,1.2,48.15,18.910621848739506,43.912,5.86,96.23,44.22153013910364,70.17800000000001,13.86,91.55,50.011808346213165,73.41600000000001,14.22,80.0,40.26336939721793,59.616,8.24,81.82,34.44868624420408,67.792,7.25,97.92,35.76559505409577,63.488,0.34,50.0,5.468600583090379,30.0
P2Y10_MOUSE,10.29,80.4,35.52265842349304,58.496,1.14,41.18,15.431632653061214,40.472,6.28,96.23,44.63182380216383,70.74000000000001,14.78,91.55,51.12683153013906,76.02000000000001,13.3,80.0,39.69117465224113,60.346000000000004,8.6,81.82,33.52639876352401,66.85,7.25,97.92,36.02012364760429,64.712,0.34,28.57,6.758195121951228,24.448
P2Y11_HUMAN,10.98,45.3,32.862503863987584,44.614,2.27,57.14,18.31505804311779,55.712,7.08,64.91,41.70372488408045,60.48199999999999,15.35,75.0,50.63972179289006,74.032,14.22,50.0,37.58414219474505,49.536,7.24,47.22,26.559783616692428,46.138,6.87,51.02,30.983044822256588,49.79600000000001,1.08,35.48,15.183884892086377,34.574
P2Y12_HUMAN,10.37,80.97,35.59897990726431,59.02,1.96,53.33,17.03944723618091,50.94599999999999,7.05,87.93,43.16794435857811,66.56200000000001,13.12,93.06,45.73418856259674,66.924,17.04,95.95,41.54646058732619,72.77799999999999,9.32,78.46,33.03301391035551,61.95799999999999,6.11,81.25,40.477990726429624,63.334,0.39,35.29,10.651043643263748,34.547999999999995
P2Y12_RAT,10.57,80.97,35.79947449768167,58.51800000000001,2.04,57.14,20.61990033222596,50.476,7.56,87.93,44.77720247295217,68.63399999999999,13.12,93.06,45.13156105100461,67.964,17.04,95.95,41.82663060278211,71.966,9.32,78.46,33.68684698608969,64.936,5.34,81.25,39.68256568778987,61.25,0.34,25.0,7.369811715481187,24.706
